"sku","part_type","attribute_set","type","visibility","status","name","description","manufacturer","part_number","part_number_short","categories","ti_part_sku","interchanges","bill_of_materials","price","quantity","turbo_model","turbo_type","image","media_gallery","kit_type","gasket_type","seal_type","cool_type","turbo_model_name","finder:1","bearing_type","bore_oe","compressor_housing_diameter","compressor_wheel_diameter","design_features","exduce_oa","exducer_oc","hub_length_d","i_gap_max","i_gap_min","inducer_diameter","inducer_oa","inducer_oc","inside_diameter","inside_diameter_max","inside_diameter_min","journal_od","number_of_blades","oil","oil_inlet","oil_outlet","outlet_flange_holes","outside_diameter_max","outside_diameter_min","outside_dim_max","outside_dim_min","overall_diameter","overall_height","oversize_id","piston_ring_diameter","secondary_diameter","shaft_thread_f","standard_size_id","stem_oe","style_compressor_wheel","tip_height_b","water_ports","width_max","width_min","customerprice","group_price:ERP_PL_0","group_price:ERP_PL_1","group_price:ERP_PL_2","group_price:ERP_PL_3","group_price:ERP_PL_4","group_price:ERP_PL_5","group_price:ERP_PL_E","group_price:ERP_PL_R","group_price:ERP_PL_W","tier_price:ERP_PL_0","tier_price:ERP_PL_1","tier_price:ERP_PL_2","tier_price:ERP_PL_3","tier_price:ERP_PL_4","tier_price:ERP_PL_5","tier_price:ERP_PL_E","tier_price:ERP_PL_R","tier_price:ERP_PL_W","application"
"1840","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0415","4332890415","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45145,""quantity"":1,""ti_part_sku"":[45316]}]","","","GT1549S","GT15","","","","","","","","Renault,2008,MASTER dCi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Renault,2008,MASTER dCi"
"1841","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","436058-0007","4360580007","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT3267","GT32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1842","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","443854-0106","4438540106","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":42886,""quantity"":1,""ti_part_sku"":[43753]},{""sku"":44730,""quantity"":1,""ti_part_sku"":[45114]},{""sku"":45139,""quantity"":1,""ti_part_sku"":[45315]}]","","","TB2558","TB25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","410408-0001","4104080001","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TM6140","TM61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1844","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Toyota","17202-64110","1720264110","Manufacturer/Toyota;;Part Type/cartridge","","","","","","CT9","CT9","","","","","","","","Toyota,1997,AVENSIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Toyota,1997,AVENSIS"
"1845","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","171917","171917","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S200S032","S200S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1846","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","310126","310126","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","4LF444","4LF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","167170","167170","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S2BW-033,S2BW033","S2BW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1848","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","316163","316163","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S200","S200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1849","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5336-710-0075","53367100075","Manufacturer/KKK;;Part Type/cartridge","","","","","","K33-4060MNAA/14.71","K33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1850","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3504370","3504370","Manufacturer/Holset;;Part Type/cartridge","","","","","","H1B-6582F,H1B-6582F/H17","H1B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1851","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49178-08540","4917808540","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO6","TDO6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1852","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5303-710-0506","53037100506","Manufacturer/KKK;;Part Type/cartridge","6571","6571","[{""sku"":42155,""quantity"":1,""ti_part_sku"":[42814]},{""sku"":45241,""quantity"":1,""ti_part_sku"":[45329]},{""sku"":43928,""quantity"":1,""ti_part_sku"":[44712]},{""sku"":42890,""quantity"":1,""ti_part_sku"":[43836]},{""sku"":44971,""quantity"":1,""ti_part_sku"":[45096]}]","","","KO3-023,KO3-009,KO3-018,KO3-024","KO3","","","","","","","","Citroen,1999,XANTIA HDi|Peugeot,1999,306 HDi|Peugeot,1999,406 HDi|Peugeot,1999,206 HDi|Citroen,1998,XANTIA HDi|Peugeot,1998,406 HDi|Citroen,2001,C8 HDi|Citroen,2001,C5 HDi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citroen,1999,XANTIA HDi|Peugeot,1999,306 HDi|Peugeot,1999,406 HDi|Peugeot,1999,206 HDi|Citroen,1998,XANTIA HDi|Peugeot,1998,406 HDi|Citroen,2001,C8 HDi|Citroen,2001,C5 HDi"
"1853","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0335","4332890335","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT2556S","GT25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1854","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","769210-0017","7692100017","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GTX4708R","GT47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1855","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409853-0100","4098530100","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TBO373","TBO3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1856","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","449404-0002","4494040002","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV6304","TV63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","317829","317829","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S400,S400S","S400,S400S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1858","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5336-710-0090","53367100090","Manufacturer/KKK;;Part Type/cartridge","","","","","","K36-4665OOAKB25.22GAAYD","K36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1859","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5326-710-0039","53267100039","Manufacturer/KKK;;Part Type/cartridge","","","","","","K27-3060UD/17.93","K27","","","","","","","","Mercedes Benz,1982,1617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mercedes Benz,1982,1617"
"1860","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","54260","54260","Manufacturer/Holset;;Part Type/cartridge","","","","","","4LEK704/3.50W","4LEK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1861","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027386","4027386","Manufacturer/Holset;;Part Type/cartridge","","","","","","HT80","HT80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1862","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4032093","4032093","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX55W,HX55,HX55WM","HX55W,HX55,HX55WM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1863","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49177-08250","4917708250","Manufacturer/Mitsubishi;;Part Type/cartridge","6640","6640","[{""sku"":45221,""quantity"":1,""ti_part_sku"":[45344]}]","","","TDO4-11G/4,TDO4-11G","TDO4","","","","","","","","Mitsubishi,1987,PAJERO|Mitsubishi,1996,L200|Mitsubishi,1987,MONTERO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mitsubishi,1987,PAJERO|Mitsubishi,1996,L200|Mitsubishi,1987,MONTERO"
"1864","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49187-08200","4918708200","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO7S","TDO7S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1865","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","NZ853147","NZ853147","Manufacturer/I.H.I.;;Part Type/cartridge","","","","","","RHC61W-1183P18NWBRLL4715CC","RHC6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1866","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","703890-0299","7038900299","Manufacturer/Garrett;;Part Type/cartridge","6486","6486","[{""sku"":43012,""quantity"":1,""ti_part_sku"":[43803]},{""sku"":45149,""quantity"":1,""ti_part_sku"":[45319]}]","","","GT1646MV","GT16V","","","","","","","","Volkswagen,2006,GOLF V TDI|Volkswagen,2006,TOURAN TDI|Seat,2005,ALTEA TDI|Volkswagen,2005,GOLF V TDI|Audi,2005,A3 TDI|Volkswagen,2006,JETTA TDI|Audi,2006,A3 TDI|Seat,2006,ALTEA TDI|Skoda,2006,SUPERB TDI|Skoda,2006,Octavia TDI|Volkswagen,2006,PASSAT TDI|Seat,2006,LEON TDI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Volkswagen,2006,GOLF V TDI|Volkswagen,2006,TOURAN TDI|Seat,2005,ALTEA TDI|Volkswagen,2005,GOLF V TDI|Audi,2005,A3 TDI|Volkswagen,2006,JETTA TDI|Audi,2006,A3 TDI|Seat,2006,ALTEA TDI|Skoda,2006,SUPERB TDI|Skoda,2006,Octavia TDI|Volkswagen,2006,PASSAT TDI|Seat,2006,LEON TDI"
"1867","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","451888-0053","4518880053","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GTX4502R","GT45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1868","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","313882","313882","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3B","S3B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1869","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5354-710-0000","53547100000","Manufacturer/KKK;;Part Type/cartridge","","","","","","K54-6372/70.22,K54-6372K70.22","K54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1870","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5327-710-0135","53277100135","Manufacturer/KKK;;Part Type/cartridge","","","","","","K27-3465MXEAA/18.20,K27-3465MXEAA18.20RNADD","K27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1871","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5328-710-0006","53287100006","Manufacturer/KKK;;Part Type/cartridge","","","","","","K28-3163N/14.22","K28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
